"Sample" "Family.ID" "Population" "Population.Description" "Gender" "Relationship" "superpop"
"2899" "NA19150" "Y073" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2900" "NA19151" "Y073" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2901" "NA19152" "Y072" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2902" "NA19153" "Y072" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2903" "NA19154" "Y072" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2904" "NA19159" "Y056" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2905" "NA19160" "Y056" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2906" "NA19161" "Y056" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2907" "NA19166" "Y049" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2908" "NA19171" "Y047" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2909" "NA19172" "Y047" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2910" "NA19173" "Y047" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2911" "NA19174" "Y100" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2912" "NA19175" "Y044" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2913" "NA19176" "Y044" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2914" "NA19177" "Y044" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2915" "NA19184" "Y039" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2916" "NA19185" "Y039" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2917" "NA19186" "Y039" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2918" "NA19189" "Y111" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2919" "NA19190" "Y111" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2920" "NA19191" "Y111" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2921" "NA19195" "Y108" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2922" "NA19196" "Y108" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2923" "NA19197" "Y035" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2924" "NA19198" "Y035" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2925" "NA19199" "Y035" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2926" "NA19200" "Y045" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2927" "NA19201" "Y045" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2928" "NA19202" "Y045" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2929" "NA19203" "Y048" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2930" "NA19204" "Y048" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2931" "NA19205" "Y048" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2932" "NA19206" "Y051" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2933" "NA19207" "Y051" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2934" "NA19208" "Y051" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2935" "NA19209" "Y050" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2936" "NA19210" "Y050" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2937" "NA19211" "Y050" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2938" "NA19213" "Y110" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2939" "NA19214" "Y110" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2940" "NA19215" "Y110" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2941" "NA19221" "Y058" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2942" "NA19222" "Y058" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2943" "NA19223" "Y058" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2944" "NA19224" "Y057" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2945" "NA19225" "Y057" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2946" "NA19226" "Y057" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2947" "NA19235" "Y116" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2948" "NA19236" "Y116" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2949" "NA19237" "Y116" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2950" "NA19238" "Y117" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2951" "NA19239" "Y117" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2952" "NA19240" "Y117" "YRI" "Yoruba in Ibadan, Nigeria" "female" "child" "AFR"
"2953" "NA19247" "Y120" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2954" "NA19248" "Y120" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2955" "NA19249" "Y120" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2956" "NA19252" "Y025" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2957" "NA19254" "Y062" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2958" "NA19256" "Y092" "YRI" "Yoruba in Ibadan, Nigeria" "male" "father" "AFR"
"2959" "NA19257" "Y092" "YRI" "Yoruba in Ibadan, Nigeria" "female" "mother" "AFR"
"2960" "NA19258" "Y092" "YRI" "Yoruba in Ibadan, Nigeria" "male" "child" "AFR"
"2961" "NA19307" "NA19307" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2962" "NA19308" "NA19308" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2963" "NA19309" "NA19309" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2964" "NA19310" "NA19310" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2965" "NA19311" "NA19311" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2966" "NA19312" "NA19312" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2967" "NA19313" "LWK001" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2968" "NA19314" "NA19314" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2969" "NA19315" "NA19315" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2970" "NA19316" "NA19316" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2971" "NA19317" "NA19317" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2972" "NA19318" "NA19318" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2973" "NA19319" "NA19319" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2974" "NA19320" "NA19320" "LWK" "Luhya in Webuye, Kenya" "female" "unrel" "AFR"
"2975" "NA19321" "NA19321" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2976" "NA19323" "NA19323" "LWK" "Luhya in Webuye, Kenya" "female" "unrel" "AFR"
"2977" "NA19324" "NA19324" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2978" "NA19327" "NA19327" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2979" "NA19328" "NA19328" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2980" "NA19331" "LWK001" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2981" "NA19332" "NA19332" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2982" "NA19334" "NA19334" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2983" "NA19338" "NA19338" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2984" "NA19346" "NA19346" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2985" "NA19347" "NA19347" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2986" "NA19350" "NA19350" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2987" "NA19351" "NA19351" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2988" "NA19352" "NA19352" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2989" "NA19355" "NA19355" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2990" "NA19359" "NA19359" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2991" "NA19360" "NA19360" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2992" "NA19371" "NA19371" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2993" "NA19372" "NA19372" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2994" "NA19373" "NA19373" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2995" "NA19374" "NA19374" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2996" "NA19375" "NA19375" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2997" "NA19376" "NA19376" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"2998" "NA19377" "NA19377" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"2999" "NA19378" "NA19378" "LWK" "Luhya in Webuye, Kenya" "female" "unrel" "AFR"
"3000" "NA19379" "NA19379" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3001" "NA19380" "NA19380" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3002" "NA19381" "LWK002" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3003" "NA19382" "LWK002" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3004" "NA19383" "NA19383" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3005" "NA19384" "NA19384" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3006" "NA19385" "NA19385" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3007" "NA19390" "NA19390" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3008" "NA19391" "NA19391" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3009" "NA19393" "NA19393" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3010" "NA19394" "NA19394" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3011" "NA19395" "NA19395" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3012" "NA19396" "NA19396" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3013" "NA19397" "NA19397" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3014" "NA19398" "NA19398" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3015" "NA19399" "NA19399" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3016" "NA19401" "NA19401" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3017" "NA19403" "NA19403" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3018" "NA19404" "NA19404" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3019" "NA19428" "NA19428" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3020" "NA19429" "NA19429" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3021" "NA19430" "NA19430" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3022" "NA19431" "NA19431" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3023" "NA19432" "LWK003" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3024" "NA19434" "LWK003" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3025" "NA19435" "NA19435" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3026" "NA19436" "NA19436" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3027" "NA19437" "NA19437" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3028" "NA19438" "NA19438" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3029" "NA19439" "NA19439" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3030" "NA19440" "NA19440" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3031" "NA19443" "NA19443" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3032" "NA19444" "LWK003" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3033" "NA19445" "LWK004" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3034" "NA19446" "NA19446" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3035" "NA19448" "NA19448" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3036" "NA19449" "NA19449" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3037" "NA19451" "NA19451" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3038" "NA19452" "NA19452" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3039" "NA19453" "LWK004" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3040" "NA19454" "NA19454" "LWK" "Luhya in Webuye, Kenya" "male" "unrel" "AFR"
"3041" "NA19455" "NA19455" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3042" "NA19456" "NA19456" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3043" "NA19457" "NA19457" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3044" "NA19461" "NA19461" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3045" "NA19462" "NA19462" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3046" "NA19463" "NA19463" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3047" "NA19466" "NA19466" "LWK" "Luhya in Webuye, Kenya" "male" "" "AFR"
"3048" "NA19467" "NA19467" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3049" "NA19468" "NA19468" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3050" "NA19469" "LWK005" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3051" "NA19470" "LWK005" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3052" "NA19471" "NA19471" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3053" "NA19472" "NA19472" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3054" "NA19473" "NA19473" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3055" "NA19474" "NA19474" "LWK" "Luhya in Webuye, Kenya" "female" "" "AFR"
"3056" "NA19475" "NA19475" "LWK" "Luhya in Webuye, Kenya" "female" "unrel" "AFR"
"3057" "NA19625" "2357" "ASW" "African Ancestry in Southwest US" "female" "child" "AFR"
"3058" "NA19648" "m001" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3059" "NA19649" "m001" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3060" "NA19650" "m001" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3061" "NA19651" "m005" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3062" "NA19652" "m005" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3063" "NA19653" "m005" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3064" "NA19654" "m006" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3065" "NA19655" "m006" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3066" "NA19656" "m006" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3067" "NA19657" "m007" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3068" "NA19658" "m007" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3069" "NA19659" "m007" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3070" "NA19660" "m008" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3071" "NA19661" "m008" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3072" "NA19662" "m008" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3073" "NA19663" "m012" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3074" "NA19664" "m012" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3075" "NA19665" "m012" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3076" "NA19669" "m002" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3077" "NA19670" "m002" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3078" "NA19671" "m002" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3079" "NA19672" "2382" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3080" "NA19674" "2382" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child of 19672" "AMR"
"3081" "NA19675" "m004" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3082" "NA19676" "m004" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3083" "NA19677" "m004" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3084" "NA19678" "m009" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3085" "NA19679" "m009" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3086" "NA19680" "m009" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3087" "NA19681" "m010" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3088" "NA19682" "m010" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3089" "NA19683" "m010" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3090" "NA19684" "m011" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3091" "NA19685" "m011" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3092" "NA19686" "m011" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3093" "NA19700" "2367" "ASW" "African Ancestry in Southwest US" "male" "father" "AFR"
"3094" "NA19701" "2367" "ASW" "African Ancestry in Southwest US" "female" "mother" "AFR"
"3095" "NA19702" "2367" "ASW" "African Ancestry in Southwest US" "male" "child" "AFR"
"3096" "NA19703" "2368" "ASW" "African Ancestry in Southwest US" "male" "father" "AFR"
"3097" "NA19704" "2368" "ASW" "African Ancestry in Southwest US" "female" "mother" "AFR"
"3098" "NA19705" "2368" "ASW" "African Ancestry in Southwest US" "male" "child" "AFR"
"3099" "NA19707" "2369" "ASW" "African Ancestry in Southwest US" "female" "mother" "AFR"
"3100" "NA19708" "2369" "ASW" "African Ancestry in Southwest US" "female" "child" "AFR"
"3101" "NA19711" "2371" "ASW" "African Ancestry in Southwest US" "male" "father" "AFR"
"3102" "NA19712" "2371" "ASW" "African Ancestry in Southwest US" "female" "mother" "AFR"
"3103" "NA19713" "2436" "ASW" "African Ancestry in Southwest US" "female" "mother" "AFR"
"3104" "NA19714" "2437" "ASW" "African Ancestry in Southwest US" "female" "child" "AFR"
"3105" "NA19716" "m014" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3106" "NA19717" "m014" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3107" "NA19718" "m014" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3108" "NA19719" "m015" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3109" "NA19720" "m015" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3110" "NA19721" "m015" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3111" "NA19722" "m016" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3112" "NA19723" "m016" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3113" "NA19724" "m016" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3114" "NA19725" "m017" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3115" "NA19726" "m017" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3116" "NA19727" "m017" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3117" "NA19728" "m018" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3118" "NA19729" "m018" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3119" "NA19730" "m018" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3120" "NA19731" "m019" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3121" "NA19732" "m019" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3122" "NA19733" "m019" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3123" "NA19734" "2393" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3124" "NA19735" "2393" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3125" "NA19737" "2394" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3126" "NA19738" "2394" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3127" "NA19740" "2395" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3128" "NA19741" "2395" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3129" "NA19742" "2395" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child of 19740" "AMR"
"3130" "NA19746" "m023" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3131" "NA19747" "m023" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3132" "NA19748" "m023" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3133" "NA19749" "m024" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3134" "NA19750" "m024" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3135" "NA19751" "m024" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3136" "NA19752" "2401" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3137" "NA19753" "2401" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3138" "NA19754" "2401" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child of 19752&3" "AMR"
"3139" "NA19755" "m026" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3140" "NA19756" "m026" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3141" "NA19757" "m026" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3142" "NA19758" "m027" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3143" "NA19759" "m027" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3144" "NA19760" "m027" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3145" "NA19761" "m028" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3146" "NA19762" "m028" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3147" "NA19763" "m028" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3148" "NA19764" "2405" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3149" "NA19766" "2405" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child of 19764" "AMR"
"3150" "NA19770" "m031" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3151" "NA19771" "m031" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3152" "NA19772" "m031" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3153" "NA19773" "m033" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3154" "NA19774" "m033" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3155" "NA19775" "m033" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
"3156" "NA19776" "m034" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3157" "NA19777" "m034" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3158" "NA19778" "m034" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "child" "AMR"
"3159" "NA19779" "m035" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "mother" "AMR"
"3160" "NA19780" "m035" "MXL" "Mexican Ancestry in Los Angeles, California" "male" "father" "AMR"
"3161" "NA19781" "m035" "MXL" "Mexican Ancestry in Los Angeles, California" "female" "child" "AMR"
